24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,09,08,07,06,05,04,03,02,01
67316,48487,73763,35136,27182,38343,116731,48899,60708,53690,56980,68310,23759,46072,40275,92086,26299,45275,38401,43510,43846,66325,56479,64553
