id,MTD_SALES,MTD_COST
1980,13633.4500000000000000,6243.8200000000000000
1981,1295.0000000000000000,1128.7300000000000000
1983,56.4000000000000000,42.4000000000000000
1985,510.0000000000000000,313.9500000000000000
1986,1560.1000000000000000,1281.4700000000000000
