ID,YTD_SALES,YTD_COST
1980,256569.0000000000000000,131144.4800000000000000
1981,7817.3600000000000000,4841.7800000000000000
1982,4128.6000000000000000,3600.7000000000000000
1983,5954.1000000000000000,4132.3000000000000000
1985,3084.0000000000000000,1793.0300000000000000
1986,13194.9500000000000000,12592.8700000000000000
1987,540.0000000000000000,78.2300000000000000
9999,480.0000000000000000,0.0000000000000000
